label,selling_price,age,sell_speed,mileage,avg_mileage
0,65000.0,50.0,20,2.6,0.7696674776966749
1,78000.0,27.0,168,7.3,1.1748236331569666
0,65000.0,35.0,22,4.72,1.4699658703071672
1,81000.0,29.0,10,3.64,1.1563098346388163
1,105000.0,30.0,14,8.3,1.2142284569138275
0,60000.0,31.0,7,11.6,1.3165422885572138
1,78000.0,27.0,95,4.1,1.9088010204081631
0,54000.0,30.0,146,4.09,1.7041666666666666
0,68040.0,42.0,33,9.29,1.139015787705744
1,75000.0,23.0,28,10.59,1.3586467486818978
1,80000.0,33.0,127,6.25,1.3028269560251284
1,97200.0,49.0,64,9.0,1.368179925031237
0,49680.0,27.0,19,3.92,0.7784548422198041
0,68040.0,34.0,50,8.0,1.006896551724138
1,100000.0,30.0,18,7.0,1.1889250814332248
0,60000.0,38.0,55,5.43,0.9899850149850148
1,95300.0,37.0,42,3.8,0.6598477640342529
1,86000.0,27.0,123,6.99,1.6862855254461335
1,85500.0,25.0,79,8.2,1.5588541666666669
0,57000.0,43.0,32,4.27,1.334375
1,112000.0,26.0,114,5.4,1.5314685314685317
0,45000.0,27.0,31,3.8,0.6969849246231156
0,65000.0,23.0,46,8.6,1.455261937876681
1,97308.0,28.0,52,6.6,1.1570605187319885
1,110000.0,39.0,16,4.74,1.045377643504532
1,80000.0,29.0,66,4.63,2.259291443850268
0,65000.0,33.0,27,8.18,2.0105723905723907
1,92000.0,32.0,14,7.45,0.8129297458893873
1,95000.0,34.0,18,4.56,1.5555140186915886
0,45000.0,31.0,19,10.85,1.427117117117117
0,50000.0,36.0,17,7.85,1.3326744186046509
0,68000.0,26.0,16,4.2,1.4503311258278146
0,49000.0,29.0,31,6.32,1.1274682306940371
0,58500.0,28.0,36,5.4,0.9403625954198472
1,100000.0,40.0,180,5.21,1.0363215258855585
0,66960.0,33.0,90,3.3,1.3610169491525423
1,74000.0,51.0,17,3.22,1.095340167753961
1,112000.0,29.0,62,3.04,1.08359375
0,56800.0,26.0,78,8.23,2.105080588647513
1,120000.0,31.0,122,7.43,1.4146844027125716
1,85000.0,54.0,41,9.05,1.1805754110078628
0,61000.0,28.0,58,6.6,1.6321138211382111
0,68040.0,35.0,8,6.54,1.5571428571428572
1,90000.0,36.0,197,7.49,1.225392200806813
0,65000.0,24.0,11,2.83,0.953785780240074
1,70848.0,24.0,11,8.85,1.029725852725534
0,64800.0,24.0,15,6.9,1.0581932773109244
1,75600.0,33.0,48,3.1,1.10498046875
0,66000.0,32.0,28,4.3,0.91038283062645
1,82620.0,29.0,50,9.54,1.0960339943342774
1,81000.0,38.0,17,4.28,1.5811740890688262
1,121000.0,27.0,37,6.86,1.0627758913412564
0,44064.0,25.0,13,7.78,0.9390542328042328
0,50760.0,39.0,25,8.96,1.0937792642140471
0,65000.0,28.0,21,5.7,2.049753694581281
1,87000.0,26.0,15,6.23,1.7559459459459459
1,110000.0,23.0,109,5.71,0.9077308362369336
1,128500.0,33.0,18,9.32,1.5683725218994928
0,66000.0,23.0,62,5.18,1.5334144363341444
1,95000.0,35.0,50,9.17,1.1756410256410257
0,68000.0,33.0,20,9.0,1.1120514556533514
1,127500.0,24.0,79,4.7,2.353223593964335
1,89600.0,30.0,149,6.93,0.7996996522288966
0,67500.0,35.0,120,6.3,2.491332611050921
0,56800.0,28.0,43,7.88,1.1363887791386802
0,64800.0,36.0,65,5.27,1.0226209463051568
0,65000.0,33.0,56,2.32,1.098313878080415
1,70200.0,29.0,88,3.4,1.2954070981210857
1,79000.0,34.0,28,9.0,1.1510161177295024
0,42900.0,38.0,72,8.29,1.229021121039805
0,41472.0,34.0,12,6.59,1.1773617229564366
0,62000.0,32.0,50,2.9,0.5645333333333333
0,45600.0,30.0,26,6.4,0.7991789257612043
0,60480.0,48.0,132,7.06,2.458874045801527
1,86000.0,21.0,12,4.42,1.431499556344277
1,115000.0,28.0,99,6.38,1.336796785304248
0,46000.0,26.0,106,5.73,1.4112348178137653
1,104976.0,33.0,18,6.4,1.772382397572079
0,68040.0,29.0,18,7.73,1.878462050599201
0,68000.0,30.0,108,7.77,0.8938071225969114
0,52000.0,26.0,25,7.65,1.1552544476623914
0,70000.0,45.0,176,7.24,1.1380706287683031
0,47000.0,27.0,14,6.68,0.827911714770798
1,80000.0,32.0,13,5.67,1.00659046692607
1,97200.0,30.0,26,4.65,1.8549180327868853
1,97000.0,31.0,14,8.59,1.0886631944444445
0,55000.0,41.0,31,8.41,1.5701534526854222
0,43000.0,35.0,7,8.54,1.3124631578947368
1,75600.0,36.0,11,3.68,0.7854970760233918
0,52485.0,25.0,47,8.75,1.1772023590121636
1,95000.0,33.0,9,8.0,1.1647387315516553
1,98000.0,37.0,33,5.56,1.8168307967770811
1,86400.0,48.0,139,8.7,1.0253471101065543
1,77700.0,32.0,201,7.03,1.0090247738891074
1,112500.0,26.0,142,7.72,2.2100392156862747
1,72000.0,25.0,11,5.23,1.2484957488554609
0,63000.0,28.0,20,3.06,0.6478538283062645
0,54000.0,40.0,29,6.92,0.8884277172001407
0,66000.0,50.0,15,6.3,0.8507214206437291
0,56000.0,34.0,40,5.29,0.8528489399293286
1,95000.0,28.0,14,6.05,0.8857801845166465
0,52000.0,36.0,90,3.67,0.7935722748815166
1,105000.0,35.0,76,3.84,1.7239852398523985
1,78840.0,25.0,34,6.83,1.8521173848439818
0,50544.0,31.0,124,4.62,1.0639116719242905
0,66096.0,40.0,58,4.84,0.9205836373110996
1,98000.0,40.0,19,2.67,1.3368312757201646
1,108000.0,57.0,80,6.14,1.4486748545572077
0,62500.0,41.0,111,11.6,2.0009451795841207
1,103032.0,49.0,202,7.69,1.3860987654320989
0,70000.0,28.0,32,7.81,1.0909491006505931
0,55404.0,39.0,35,7.17,1.2704126213592233
1,78000.0,42.0,40,10.25,1.3949478001491424
1,116000.0,31.0,54,6.84,1.1798676748582229
1,72900.0,34.0,70,8.48,1.5128054740957966
0,52000.0,45.0,43,8.61,1.5784279256654945
1,140000.0,36.0,43,4.2,1.3353658536585369
1,85000.0,35.0,93,2.69,0.5301565874730021
0,47500.0,31.0,12,5.59,0.8649215769393811
0,45000.0,41.0,43,6.14,1.3842495367510808
1,72900.0,27.0,167,7.36,1.76620644312952
1,72000.0,28.0,37,3.28,1.4816831683168317
0,59400.0,42.0,145,5.26,0.5871253822629969
1,75000.0,25.0,22,5.99,0.9427986200948686
1,80000.0,31.0,172,5.3,0.732487694055282
0,45360.0,29.0,45,7.16,1.1269512721000432
1,73440.0,29.0,35,10.91,1.3448665991219182
0,57000.0,29.0,14,7.1,1.1487145390070919
0,51000.0,31.0,51,3.27,1.0460560911481158
0,57240.0,29.0,32,6.1,0.8215867158671586
1,112000.0,27.0,97,7.04,1.871522214129643
0,60000.0,35.0,70,8.55,1.782267275842376
0,43000.0,32.0,21,10.92,1.5822945613338628
1,78000.0,29.0,81,8.59,1.743798665183537
0,54000.0,41.0,60,7.69,1.109426877470356
1,140000.0,23.0,15,7.03,1.949810030395137
1,79704.0,54.0,16,4.61,1.470847902097902
0,55000.0,39.0,49,4.0,0.9694555112881804
0,70000.0,38.0,119,6.13,1.1016494337764648
0,56160.0,36.0,68,10.21,1.2311364387182029
1,103000.0,24.0,32,6.45,0.9079251831854996
0,50000.0,25.0,25,7.97,1.0698970209635894
1,90000.0,31.0,41,2.8,0.7289586305278173
0,56160.0,27.0,14,4.12,1.1172362555720654
0,56000.0,26.0,75,5.27,1.4842206790123456
1,81000.0,52.0,147,10.7,1.4406123201770562
0,50000.0,32.0,35,6.89,1.0651630664972471
1,80100.0,36.0,118,7.54,1.781294498381877
0,46000.0,38.0,160,5.88,0.6798226164079822
0,69000.0,38.0,23,8.87,1.3683643279797124
0,58000.0,25.0,23,10.26,1.2537328423167058
0,64000.0,40.0,41,4.13,1.3729052823315118
0,69120.0,30.0,31,5.21,1.5886800334168754
0,49000.0,40.0,38,5.86,0.9356517935258092
1,86000.0,37.0,13,5.57,1.6435327405012128
1,80000.0,28.0,59,4.4,1.50374531835206
1,108000.0,44.0,110,4.51,2.39963556851312
1,95000.0,36.0,19,5.72,1.0376739562624255
1,73000.0,34.0,65,3.11,0.9515088013411568
0,46000.0,36.0,28,6.65,0.7510055693069307
1,89000.0,29.0,47,5.47,1.612722132471729
0,46000.0,34.0,18,4.73,0.7919495412844038
0,47000.0,45.0,12,3.6,0.8806970509383378
1,124000.0,22.0,112,6.96,1.7580622837370243
0,58000.0,33.0,15,4.4,0.6875
1,86400.0,23.0,13,6.7,1.1612060778727444
0,59000.0,52.0,81,6.38,1.185692464358452
1,93960.0,32.0,14,7.6,1.1670172486327302
1,124200.0,29.0,24,5.09,1.145406905055487
1,78000.0,37.0,132,3.6,1.2622478386167146
1,116000.0,29.0,23,6.55,0.922001542614732
1,108000.0,52.0,19,5.0,1.6992551210428306
0,47600.0,25.0,19,5.61,1.2639814814814816
0,43000.0,33.0,10,8.3,0.9385068153655516
1,83000.0,37.0,78,2.93,0.838126959247649
0,48000.0,35.0,41,4.2,0.593036750483559
0,50000.0,31.0,111,7.1,1.3895442359249328
0,48500.0,33.0,22,11.46,1.618143133462283
0,54000.0,31.0,30,7.9,1.1086120722798924
1,87000.0,38.0,45,2.42,0.9297894736842104
0,45000.0,36.0,34,7.1,1.0504661532225374
1,145000.0,36.0,129,6.2,1.1695090439276483
1,140000.0,26.0,19,3.57,1.5081597222222218
1,75816.0,28.0,142,3.1,1.6787833827893175
1,75000.0,23.0,38,4.59,0.9763111888111888
0,51000.0,31.0,23,6.22,1.493618421052631
0,49600.0,29.0,22,6.1,1.0241490340386383
1,71000.0,26.0,15,11.14,1.2328987265009097
1,106900.0,33.0,64,3.51,1.1636239782016349
0,50000.0,30.0,69,3.94,0.7194097048524262
1,115000.0,33.0,59,3.2,0.8049620951068229
1,100000.0,35.0,73,4.97,0.838673139158576
1,92340.0,32.0,49,5.41,1.4216342692584594
1,113000.0,29.0,13,2.3,1.2586206896551722
1,123500.0,43.0,46,5.5,1.5336134453781511
1,71604.0,23.0,98,3.27,1.2737993596584845
1,113400.0,34.0,65,10.15,1.4672277227722772
1,88000.0,26.0,84,3.39,1.6174509803921568
0,64800.0,48.0,110,3.11,0.8868359375
1,86400.0,28.0,44,5.75,0.8766708437761069
1,75000.0,26.0,61,6.83,1.4892174432497014
1,84240.0,23.0,69,4.69,2.042780429594272
0,59400.0,30.0,72,5.86,0.9687047101449276
0,68000.0,52.0,195,3.1,0.6241036955322671
0,70000.0,45.0,82,7.98,2.132284040995608
0,60000.0,33.0,38,10.2,1.5493133583021224
0,54000.0,35.0,63,7.35,1.0865735115431348
0,41472.0,45.0,17,6.67,0.903693392724573
1,70200.0,29.0,61,2.7,0.965230166503428
0,42400.0,23.0,35,11.32,2.0115871470301854
0,52000.0,43.0,57,7.12,1.8110104529616724
0,64500.0,34.0,70,5.8,0.9657846715328468
0,61560.0,38.0,14,4.58,2.0116726835138388
1,120000.0,37.0,55,8.9,1.3189200162403574
1,72468.0,27.0,44,5.33,0.8981763619575254
0,57240.0,31.0,28,5.13,1.1918841502227882
1,70500.0,32.0,40,11.08,1.3285808147174771
1,110000.0,53.0,17,7.76,1.4465781409601632
0,68040.0,27.0,56,5.52,1.168677494199536
0,40000.0,34.0,48,6.2,1.140625
1,113400.0,55.0,30,10.11,1.7792430086788813
1,140000.0,36.0,167,9.45,1.7955491931285787
0,44800.0,28.0,34,9.25,1.6200815738963532
1,97200.0,32.0,94,3.99,1.8001854140914708
1,87480.0,35.0,81,2.78,0.9775529865125241
0,63720.0,37.0,27,7.59,1.1844164172723386
1,100000.0,54.0,89,6.87,0.9444632768361584
0,55000.0,29.0,10,4.19,0.8253372908796547
0,60000.0,43.0,56,8.16,1.2777348777348776
0,60000.0,39.0,99,4.41,1.1264170748775368
0,68000.0,25.0,120,8.69,1.085878123930161
0,63000.0,43.0,87,5.61,1.5045187362233654
1,113000.0,40.0,134,9.11,1.932103428239396
1,91800.0,41.0,103,5.0,1.5336134453781511
1,116000.0,23.0,151,4.7,2.011137162954279
0,45000.0,29.0,4,7.31,0.9646240057845265
1,87000.0,25.0,87,4.5,1.2077205882352942
0,40000.0,55.0,52,10.83,1.2151706117430066
1,93000.0,26.0,12,10.33,1.2763879485443466
1,78840.0,38.0,90,5.93,1.1562232905982903
0,70000.0,25.0,43,7.0,2.1028806584362143
1,132300.0,36.0,54,6.9,1.2339539441450271
1,102060.0,36.0,13,6.13,0.8556214149139578
0,48600.0,29.0,15,11.0,1.7710630789589763
1,75816.0,31.0,34,6.7,1.5189440993788819
1,75800.0,30.0,13,9.43,1.6083878504672895
0,60000.0,43.0,45,4.86,1.082306284319707
0,50000.0,31.0,19,4.25,0.8291020844468198
0,65124.0,29.0,39,6.36,2.4130977130977134
1,87000.0,27.0,12,3.3,0.8324118866620595
0,67000.0,32.0,22,5.5,1.0439417576703067
0,65000.0,46.0,35,2.95,1.2623094958968348
1,96000.0,48.0,30,5.84,1.006896551724138
0,66960.0,56.0,26,4.83,0.8663144963144964
1,80000.0,42.0,17,5.5,1.0712379935965848
1,75600.0,47.0,13,5.15,1.3331560283687944
0,42000.0,34.0,126,8.56,1.4532093023255814
0,54000.0,38.0,7,4.0,1.0549132947976878
1,106000.0,23.0,31,6.89,1.715450204638472
1,128000.0,42.0,28,6.6,1.3908775981524248
1,132000.0,40.0,27,11.18,1.81849376114082
0,49000.0,32.0,23,3.43,0.5334256497656583
0,46656.0,27.0,23,8.03,1.245622609434764
0,64800.0,31.0,25,8.31,1.2255151515151514
0,52000.0,24.0,69,7.73,0.9632809832707409
0,52000.0,52.0,19,6.78,1.3383991346673878
0,46800.0,35.0,14,8.58,1.543469689502218
0,54432.0,27.0,37,7.81,1.0350944081336235
0,40500.0,40.0,75,7.4,1.1184265010351968
1,90396.0,31.0,55,10.2,1.1106801909307875
0,62640.0,30.0,37,9.16,1.4006702974444911
0,54000.0,23.0,34,6.32,1.0042664344797565
1,78400.0,27.0,40,9.62,1.1963543441226574
0,57000.0,42.0,52,5.2,1.3615494978479197
1,102600.0,28.0,29,3.8,1.9026063100137172
1,103680.0,25.0,113,4.94,1.5503869303525366
0,40824.0,22.0,69,5.0,0.9505208333333331
1,102600.0,32.0,22,5.1,2.4688328912466844
0,51000.0,45.0,62,5.19,1.3807215743440235
0,63000.0,36.0,38,4.24,1.860096153846154
1,78600.0,40.0,15,10.73,1.4806994328922494
1,140000.0,53.0,9,9.9,1.8194864048338368
1,118800.0,28.0,32,8.84,1.2947833065810594
0,50000.0,30.0,83,10.2,1.4669030732860517
1,95000.0,26.0,53,8.33,1.0158536585365854
1,75000.0,30.0,12,5.93,1.7469330104923324
1,80000.0,27.0,170,5.63,1.1525238362310712
0,43740.0,27.0,17,8.57,1.3641735717400787
1,104976.0,37.0,13,9.7,1.2427167427167425
1,94000.0,40.0,114,10.16,1.5673710904480136
0,58320.0,35.0,38,6.35,1.145699456253089
1,90000.0,28.0,28,8.73,1.158287895310796
0,58320.0,48.0,76,4.7,1.2395231213872833
0,55000.0,34.0,21,4.43,1.2249621212121211
1,128000.0,28.0,118,8.47,1.5789325842696629
0,47500.0,52.0,22,7.9,2.0249297752808992
1,97500.0,40.0,7,8.46,1.1926998841251448
1,70200.0,31.0,27,7.6,1.809523809523809
0,50000.0,25.0,50,9.24,2.0908865468071918
1,130000.0,29.0,24,10.11,2.3564176245210726
1,75000.0,25.0,27,5.5,0.8571733561058923
0,56000.0,23.0,17,3.95,2.135925925925926
0,60264.0,34.0,67,4.5,1.080592105263158
1,86000.0,34.0,62,9.18,1.0172131147540984
1,129600.0,24.0,135,9.9,1.6110120374498442
0,65880.0,27.0,151,5.21,1.1159917840375586
1,88000.0,47.0,75,5.77,1.8737099644128112
0,48600.0,28.0,20,9.69,1.433083468395462
1,125000.0,26.0,110,7.36,1.5895857988165683
1,108000.0,30.0,30,9.3,1.462516156828953
0,66000.0,29.0,68,6.9,0.8580919931856901
1,90000.0,35.0,22,3.38,0.8496556473829201
0,61236.0,26.0,17,10.06,1.6781992687385745
0,41600.0,24.0,26,9.18,1.1281818181818182
0,55000.0,25.0,115,7.98,1.3354883081155433
1,90000.0,26.0,33,8.04,1.2492975734355043
1,78000.0,35.0,25,4.24,1.9129789864029667
0,43000.0,25.0,21,3.9,0.4618754055807917
1,110800.0,40.0,63,8.64,1.6098009188361408
0,65000.0,27.0,90,6.69,1.6747942386831276
0,64800.0,30.0,92,6.21,1.2915384615384615
1,97000.0,35.0,12,11.43,1.4277720739219713
1,80000.0,32.0,13,4.67,1.4216430358632193
1,97000.0,34.0,66,2.45,0.8189102564102565
1,77760.0,32.0,15,6.9,0.7608761329305137
1,78000.0,44.0,27,7.59,1.3117187499999998
1,98000.0,24.0,28,6.5,1.720449601160261
1,123012.0,37.0,13,5.04,1.0393220338983051
1,133000.0,31.0,25,6.29,1.5025196335078534
0,60000.0,48.0,13,10.94,1.5062617880045264
1,75600.0,27.0,101,2.52,0.6528034066713981
1,112000.0,27.0,20,4.8,1.1991786447638604
0,50760.0,43.0,33,7.28,0.9284416491963662
1,99360.0,53.0,27,3.27,1.0860327570518653
1,110000.0,34.0,38,3.0,1.3402692778457772
1,75000.0,50.0,145,7.25,1.3178535856573703
0,52000.0,44.0,20,5.4,0.9544794188861986
1,79000.0,28.0,9,6.56,1.5221869040050855
1,91000.0,35.0,6,10.0,1.5020576131687244
0,59400.0,27.0,47,6.84,0.9198968312453942
1,103500.0,31.0,81,7.64,1.2527403414195866
0,60000.0,33.0,129,4.45,0.6624184339314845
1,84600.0,48.0,10,5.1,1.241
1,88560.0,24.0,14,8.15,1.1120560747663553
0,55404.0,30.0,12,6.5,0.8976541808550889
1,105000.0,34.0,12,9.04,1.4222413793103448
1,97000.0,39.0,42,3.24,0.9954545454545456
1,87480.0,23.0,36,9.4,1.0645361464474092
0,70000.0,32.0,99,7.2,1.9112727272727272
0,62000.0,33.0,15,8.55,0.9566983445738813
0,52000.0,25.0,22,7.7,1.2156141868512111
0,58000.0,28.0,37,4.46,1.498987108655617
0,52488.0,28.0,4,5.9,0.9784189004997729
0,66000.0,30.0,104,7.85,2.013527758257203
1,124200.0,27.0,137,7.81,1.9755024255024252
0,48600.0,27.0,27,8.6,1.3530172413793102
1,136000.0,29.0,17,6.3,1.2586206896551724
1,102000.0,29.0,84,3.62,1.6961489088575097
0,65000.0,55.0,58,5.55,1.4743449781659388
0,60480.0,30.0,17,8.72,1.629697900665643
1,114480.0,37.0,33,3.09,1.0262511373976342
0,66500.0,30.0,92,7.05,1.7734321157822193
1,127440.0,34.0,143,4.52,1.3031595576619273
1,108000.0,41.0,62,6.82,1.0273627734213786
1,82000.0,39.0,56,5.74,1.3464652956298202
1,87400.0,36.0,19,11.55,1.465328467153285
1,95000.0,34.0,18,5.84,0.9606128886885984
1,130000.0,28.0,38,8.0,1.26133909287257
0,46800.0,29.0,28,6.57,1.0148328396106645
1,126000.0,24.0,10,8.34,1.4224766355140188
0,56100.0,26.0,204,6.0,1.6924265842349304
1,90000.0,31.0,40,2.94,1.5029411764705884
1,83600.0,31.0,15,3.55,1.492799539170507
0,56000.0,25.0,58,8.27,0.9225397310513448
0,61000.0,42.0,20,11.22,1.845561063542136
1,70956.0,33.0,30,5.84,1.0474692874692877
1,76000.0,24.0,29,6.79,1.9167440061871617
0,60000.0,49.0,33,3.19,0.9825738396624472
0,52000.0,32.0,48,8.28,1.0717021276595744
1,71429.0,40.0,55,4.1,1.3058464223385688
0,55600.0,32.0,10,5.33,0.7674358974358975
1,85000.0,25.0,9,6.13,1.2048734518039848
0,66000.0,33.0,38,5.11,1.2916551246537396
0,67800.0,32.0,44,8.74,1.5270943034944953
1,120000.0,39.0,21,8.0,2.240982348426708
0,58000.0,40.0,127,6.44,1.511639871382637
1,120000.0,36.0,35,6.37,1.018418747262374
0,58000.0,29.0,57,11.4,2.262642740619902
0,64286.0,38.0,39,7.5,1.3966836734693877
1,71000.0,53.0,11,4.98,0.8672232824427482
0,44000.0,32.0,62,6.0,0.9838274932614556
